area,ca,curso,modalidade,N,fracN,idd,iddc,idd_faixa,ano
19,Privada sem fins lucrativos,9301,Educação Presencial,35,0.897435897,1.1526,3.1098,4,2019
6008,Privada sem fins lucrativos,9308,Educação Presencial,16,0.615384615,0.0564,2.4042,3,2019
36,Privada sem fins lucrativos,9309,Educação Presencial,41,0.836734694,-0.1943,2.4604,3,2019
5,Privada sem fins lucrativos,9317,Educação Presencial,54,0.710526316,0.2562,2.7732,3,2019
27,Privada sem fins lucrativos,9321,Educação Presencial,27,0.931034483,0.7716,2.8336,3,2019
6307,Privada sem fins lucrativos,9323,Educação Presencial,10,0.714285714,-0.3956,2.2758,3,2019
12,Privada sem fins lucrativos,9326,Educação Presencial,96,0.914285714,-0.2492,2.9795,4,2019
95,Privada sem fins lucrativos,70867,Educação Presencial,10,0.588235294,1.1114,3.005,4,2019
55,Privada sem fins lucrativos,72846,Educação Presencial,50,0.943396226,-0.0509,2.3268,3,2019
6208,Privada sem fins lucrativos,115774,Educação Presencial,20,0.689655172,0.0396,2.4979,3,2019
92,Privada sem fins lucrativos,1205712,Educação a Distância,3,0.2,1.268,3.4331,4,2019
3501,Privada sem fins lucrativos,45762,Educação Presencial,37,0.698113208,0.492,2.8026,3,2019
36,Privada sem fins lucrativos,56666,Educação Presencial,17,0.586206897,1.3293,3.3552,4,2019
28,Privada sem fins lucrativos,56668,Educação Presencial,15,0.416666667,-1.2898,1.6036,2,2019
5806,Privada sem fins lucrativos,61833,Educação Presencial,2,0.5,6.7918,5.0,5,2019
6307,Privada sem fins lucrativos,91324,Educação Presencial,5,0.384615385,-2.5505,1.4912,2,2019
21,Privada sem fins lucrativos,1312993,Educação Presencial,4,0.8,3.8592,5.0,5,2019
4003,Privada sem fins lucrativos,115470,Educação Presencial,4,0.444444444,2.4713,3.4073,4,2019
3501,Privada sem fins lucrativos,116904,Educação Presencial,23,0.425925926,-1.6493,1.8056,2,2019
5710,Privada sem fins lucrativos,1187361,Educação Presencial,15,0.46875,-0.0439,2.6077,3,2019
6208,Privada sem fins lucrativos,1187363,Educação Presencial,13,0.52,1.7935,3.208,4,2019
6008,Privada sem fins lucrativos,1187364,Educação Presencial,8,0.666666667,-0.4784,2.1465,3,2019
3501,Privada sem fins lucrativos,113268,Educação Presencial,30,0.625,-0.1993,2.4808,3,2019
23,Privada sem fins lucrativos,75336,Educação Presencial,19,0.633333333,0.0693,2.5555,3,2019
3501,Privada sem fins lucrativos,1279829,Educação Presencial,16,0.551724138,-0.7157,2.2403,3,2019
4003,Pública Estadual,1364594,Educação Presencial,7,1.0,5.11,4.5046,5,2019
4003,Pública Estadual,1262022,Educação Presencial,0,0.0,,,SC,2019
6208,Privada sem fins lucrativos,45723,Educação Presencial,11,0.423076923,-1.1029,2.0353,3,2019
6008,Pública Estadual,66966,Educação Presencial,2,0.4,-1.8698,1.4759,2,2019
3501,Privada sem fins lucrativos,102834,Educação Presencial,30,0.526315789,0.6211,2.8627,3,2019
36,Privada sem fins lucrativos,2089,Educação Presencial,31,0.704545455,0.4773,2.8548,3,2019
55,Privada sem fins lucrativos,39454,Educação Presencial,24,0.75,0.2966,2.5806,3,2019
28,Privada sem fins lucrativos,39745,Educação Presencial,34,0.723404255,0.6814,2.9427,3,2019
5806,Privada sem fins lucrativos,39761,Educação Presencial,12,0.444444444,0.7919,2.817,3,2019
23,Privada sem fins lucrativos,39925,Educação Presencial,47,0.573170732,0.385,2.7341,3,2019
19,Privada sem fins lucrativos,39975,Educação Presencial,43,0.826923077,0.4771,2.7391,3,2019
21,Privada sem fins lucrativos,41780,Educação Presencial,54,0.469565217,0.7427,2.8556,3,2019
95,Privada sem fins lucrativos,1172141,Educação Presencial,24,0.75,0.732,2.8191,3,2019
6008,Privada sem fins lucrativos,1115483,Educação Presencial,30,0.769230769,0.8785,2.8005,3,2019
5902,Privada sem fins lucrativos,1115864,Educação Presencial,27,0.509433962,0.1915,2.2752,3,2019
5710,Privada sem fins lucrativos,1179133,Educação Presencial,86,0.781818182,-0.0386,2.6109,3,2019
12,Pública Federal,16236,Educação Presencial,81,0.987804878,-0.0777,3.1695,4,2019
91,Privada com fins lucrativos,1174410,Educação Presencial,1,0.5,,,SC,2019
5710,Privada com fins lucrativos,1205140,Educação Presencial,0,0.0,,,SC,2019
28,Privada sem fins lucrativos,56696,Educação Presencial,32,0.711111111,0.2142,2.6253,3,2019
4003,Privada sem fins lucrativos,56702,Educação Presencial,25,0.735294118,1.6248,3.0552,4,2019
23,Privada sem fins lucrativos,19334,Educação Presencial,2,1.0,8.9712,5.0,5,2019
3501,Privada sem fins lucrativos,89146,Educação Presencial,70,0.555555556,-1.5212,1.8652,2,2019
12,Privada sem fins lucrativos,1879,Educação Presencial,79,1.0,0.6733,4.002,5,2019
6,Privada sem fins lucrativos,1883,Educação Presencial,70,0.972222222,0.3628,2.8459,3,2019
5710,Privada sem fins lucrativos,1886,Educação Presencial,119,0.748427673,0.1185,2.7071,3,2019
5902,Privada sem fins lucrativos,1914,Educação Presencial,44,0.637681159,0.36,2.3571,3,2019
6008,Privada sem fins lucrativos,1915,Educação Presencial,31,0.861111111,0.1902,2.4687,3,2019
5806,Privada sem fins lucrativos,1916,Educação Presencial,37,0.544117647,0.6947,2.7817,3,2019
19,Privada sem fins lucrativos,1924,Educação Presencial,22,0.6875,-0.3584,2.2807,3,2019
5814,Privada sem fins lucrativos,1925,Educação Presencial,26,0.666666667,0.4489,2.8927,3,2019
6208,Privada sem fins lucrativos,64746,Educação Presencial,63,0.65625,0.7671,2.7925,3,2019
36,Privada sem fins lucrativos,39516,Educação Presencial,2,1.0,-0.275,2.4129,3,2019
21,Privada sem fins lucrativos,18056,Educação Presencial,75,0.675675676,-1.093,1.5924,2,2019
3501,Privada sem fins lucrativos,116986,Educação Presencial,36,0.507042254,0.6793,2.8898,3,2019
91,Privada sem fins lucrativos,1135048,Educação Presencial,3,0.5,-3.328,1.9228,2,2019
55,Privada com fins lucrativos,1313040,Educação Presencial,33,0.942857143,0.0757,2.4193,3,2019
23,Privada com fins lucrativos,1313043,Educação Presencial,68,0.85,0.0944,2.5697,3,2019
5710,Privada com fins lucrativos,1313046,Educação Presencial,35,0.7,0.3007,2.8187,3,2019
6208,Privada com fins lucrativos,1313047,Educação Presencial,9,0.818181818,-2.1147,1.6257,2,2019
36,Privada com fins lucrativos,1313048,Educação Presencial,36,0.947368421,0.0819,2.6226,3,2019
21,Privada com fins lucrativos,1315465,Educação Presencial,31,0.861111111,-1.5182,1.2998,2,2019
28,Privada com fins lucrativos,1364558,Educação Presencial,12,0.923076923,1.6369,3.5917,4,2019
5902,Privada com fins lucrativos,1399606,Educação Presencial,1,0.5,,,SC,2019
55,Privada com fins lucrativos,1166231,Educação Presencial,37,0.822222222,0.2686,2.5601,3,2019
5806,Privada com fins lucrativos,1214340,Educação Presencial,22,0.594594595,-1.2311,2.081,3,2019
6008,Privada com fins lucrativos,1214341,Educação Presencial,11,0.916666667,-0.6399,2.0686,3,2019
5,Privada com fins lucrativos,1214342,Educação Presencial,165,0.746606335,-0.0539,2.4017,3,2019
36,Privada com fins lucrativos,1166454,Educação Presencial,34,0.871794872,-0.0727,2.5318,3,2019
5902,Privada com fins lucrativos,1169139,Educação Presencial,32,0.666666667,0.392,2.3726,3,2019
6208,Privada com fins lucrativos,1169140,Educação Presencial,11,0.733333333,0.5949,2.7227,3,2019
23,Privada com fins lucrativos,1183600,Educação Presencial,52,0.866666667,-0.6804,2.1315,3,2019
19,Privada com fins lucrativos,1183641,Educação Presencial,52,0.8125,-0.1569,2.3913,3,2019
5710,Privada com fins lucrativos,1130130,Educação Presencial,70,0.714285714,0.0752,2.6806,3,2019
28,Privada com fins lucrativos,1190141,Educação Presencial,25,0.862068966,0.3848,2.7412,3,2019
6307,Privada com fins lucrativos,1190230,Educação Presencial,16,0.941176471,-2.689,1.4408,2,2019
21,Privada com fins lucrativos,9264,Educação Presencial,136,0.747252747,-1.0639,1.6124,2,2019
92,Privada com fins lucrativos,1429920,Educação a Distância,1,0.142857143,,,SC,2019
95,Privada com fins lucrativos,1303608,Educação Presencial,13,0.342105263,-0.2804,2.3231,3,2019
95,Privada com fins lucrativos,1303613,Educação Presencial,0,0.0,,,SC,2019
36,Privada com fins lucrativos,1205300,Educação Presencial,27,0.675,-0.7151,2.1545,3,2019
3501,Privada com fins lucrativos,1205470,Educação Presencial,22,0.448979592,0.5458,2.8277,3,2019
28,Privada com fins lucrativos,1205471,Educação Presencial,28,0.595744681,-0.4951,2.1435,3,2019
91,Privada com fins lucrativos,1165448,Educação Presencial,1,0.25,,,SC,2019
23,Privada com fins lucrativos,1138920,Educação Presencial,51,0.463636364,-0.7788,2.0758,3,2019
23,Privada com fins lucrativos,1321757,Educação Presencial,4,0.666666667,-2.8374,0.9114,1,2019
5806,Pública Estadual,1266966,Educação Presencial,11,1.0,-2.5115,1.6152,2,2019
6008,Pública Estadual,1266967,Educação Presencial,5,1.0,1.5251,3.1121,4,2019
6307,Privada sem fins lucrativos,115394,Educação Presencial,1,0.5,,,SC,2019
23,Privada sem fins lucrativos,75705,Educação Presencial,33,0.75,0.23,2.6464,3,2019
19,Privada sem fins lucrativos,75717,Educação Presencial,19,0.730769231,0.8971,2.9696,4,2019
28,Privada sem fins lucrativos,15762,Educação Presencial,13,0.433333333,-2.3551,0.8799,1,2019
27,Privada sem fins lucrativos,15763,Educação Presencial,9,0.692307692,-1.4988,1.8167,2,2019
3501,Privada sem fins lucrativos,83938,Educação Presencial,33,0.568965517,-0.47,2.3547,3,2019
21,Privada sem fins lucrativos,91286,Educação Presencial,22,0.536585366,-1.0481,1.6233,2,2019
5710,Privada sem fins lucrativos,91288,Educação Presencial,17,0.515151515,1.2267,3.3859,4,2019
6208,Privada sem fins lucrativos,91290,Educação Presencial,19,0.730769231,-2.9162,1.3011,2,2019
36,Privada sem fins lucrativos,9018,Educação Presencial,69,0.758241758,0.007,2.5786,3,2019
55,Privada sem fins lucrativos,75703,Educação Presencial,13,0.684210526,1.024,3.1116,4,2019
6208,Privada sem fins lucrativos,1284519,Educação Presencial,0,0.0,,,SC,2019
4003,Privada com fins lucrativos,1179162,Educação Presencial,2,0.666666667,-2.2344,1.4504,2,2019
5710,Privada com fins lucrativos,1156753,Educação Presencial,10,0.526315789,-0.4482,2.36,3,2019
6208,Privada com fins lucrativos,1107969,Educação Presencial,12,0.52173913,-3.2468,1.1673,2,2019
6208,Privada sem fins lucrativos,1170874,Educação Presencial,1,0.25,,,SC,2019
23,Privada sem fins lucrativos,1121183,Educação Presencial,27,0.771428571,0.6711,2.8959,3,2019
28,Privada sem fins lucrativos,1121184,Educação Presencial,7,0.583333333,2.8488,4.415,5,2019
6208,Pública Federal,45020,Educação Presencial,44,0.721311475,0.054,2.5037,3,2019
28,Pública Federal,45070,Educação Presencial,26,0.838709677,0.8514,3.0582,4,2019
17,Pública Federal,13699,Educação Presencial,66,0.804878049,0.7175,3.3242,4,2019
21,Pública Federal,13702,Educação Presencial,90,0.9375,-0.4676,2.0228,3,2019
5806,Pública Federal,13705,Educação Presencial,81,0.778846154,0.3202,2.6454,3,2019
5710,Pública Federal,13707,Educação Presencial,141,0.796610169,-0.5126,2.3206,3,2019
5902,Pública Federal,13708,Educação Presencial,122,0.797385621,0.179,2.2691,3,2019
6008,Pública Federal,13710,Educação Presencial,91,0.93814433,0.4418,2.59,3,2019
19,Pública Federal,13718,Educação Presencial,64,0.820512821,0.4139,2.7045,3,2019
5,Pública Federal,13719,Educação Presencial,77,0.855555556,-0.4232,1.9591,3,2019
6,Pública Federal,13720,Educação Presencial,85,0.913978495,0.0584,2.5004,3,2019
12,Pública Federal,13723,Educação Presencial,143,0.986206897,-0.3781,2.8366,3,2019
6002,Pública Federal,13740,Educação Presencial,11,0.846153846,2.5301,3.7114,4,2019
3501,Pública Federal,88652,Educação Presencial,64,0.520325203,-0.1587,2.4996,3,2019
55,Pública Federal,66463,Educação Presencial,24,0.923076923,-0.4582,2.0295,3,2019
4003,Pública Federal,20979,Educação Presencial,38,0.690909091,0.0705,2.4089,3,2019
6307,Pública Federal,95315,Educação Presencial,27,0.870967742,0.5688,2.6269,3,2019
51,Pública Federal,1162881,Educação Presencial,18,0.857142857,0.7564,3.227,4,2019
36,Pública Federal,116400,Educação Presencial,21,0.875,0.3969,2.8076,3,2019
5806,Pública Federal,1140227,Educação Presencial,34,0.871794872,-0.059,2.5075,3,2019
5814,Pública Federal,110275,Educação Presencial,25,0.806451613,2.0244,3.5346,4,2019
27,Pública Federal,110280,Educação Presencial,19,0.904761905,-2.0907,1.5516,2,2019
6307,Pública Federal,1204176,Educação Presencial,10,1.0,1.4955,2.9643,4,2019
23,Pública Federal,45018,Educação Presencial,76,0.95,-0.3193,2.3357,3,2019
6208,Privada sem fins lucrativos,1351905,Educação Presencial,2,0.333333333,-0.6203,2.2307,3,2019
6307,Privada sem fins lucrativos,86449,Educação Presencial,2,0.285714286,1.3106,2.897,3,2019
23,Privada com fins lucrativos,1074001,Educação Presencial,8,0.4,0.0088,2.5213,3,2019
92,Pública Federal,1117046,Educação Presencial,15,0.714285714,0.8028,3.2512,4,2019
21,Privada com fins lucrativos,1060058,Educação Presencial,7,1.0,-2.2409,0.8025,1,2019
55,Pública Federal,59792,Educação Presencial,30,0.967741935,0.0364,2.3906,3,2019
28,Pública Federal,59794,Educação Presencial,29,1.0,0.5248,2.8363,3,2019
27,Pública Federal,97221,Educação Presencial,24,0.96,-0.3459,2.3331,3,2019
36,Pública Federal,116586,Educação Presencial,32,0.941176471,0.3244,2.765,3,2019
23,Pública Federal,116588,Educação Presencial,23,0.958333333,0.2663,2.6669,3,2019
55,Pública Federal,1166723,Educação Presencial,25,1.0,0.3756,2.6382,3,2019
19,Pública Federal,122450,Educação Presencial,16,0.888888889,0.1349,2.5514,3,2019
36,Privada sem fins lucrativos,57728,Educação Presencial,29,0.852941176,0.8811,3.092,4,2019
23,Privada sem fins lucrativos,1225,Educação Presencial,19,0.513513514,2.8173,4.1098,5,2019
28,Privada sem fins lucrativos,1227,Educação Presencial,45,0.661764706,0.9094,3.0976,4,2019
21,Privada sem fins lucrativos,1237,Educação Presencial,149,0.662222222,0.0779,2.3981,3,2019
92,Privada sem fins lucrativos,91921,Educação Presencial,8,0.571428571,1.9013,3.6806,4,2019
4003,Privada sem fins lucrativos,64822,Educação Presencial,6,0.545454545,-4.1732,0.6441,1,2019
5806,Privada sem fins lucrativos,26073,Educação Presencial,35,0.448717949,0.7835,2.814,3,2019
5902,Privada sem fins lucrativos,29595,Educação Presencial,46,0.433962264,0.5449,2.4469,3,2019
6002,Privada sem fins lucrativos,29738,Educação Presencial,4,0.444444444,3.6448,4.2265,5,2019
6208,Privada sem fins lucrativos,31419,Educação Presencial,51,0.389312977,0.4005,2.644,3,2019
5710,Privada sem fins lucrativos,32842,Educação Presencial,124,0.666666667,-0.0902,2.5793,3,2019
3501,Privada sem fins lucrativos,98393,Educação Presencial,23,0.359375,-5.1466,0.1772,1,2019
19,Privada sem fins lucrativos,116200,Educação Presencial,10,0.588235294,4.4502,4.9191,5,2019
6307,Privada sem fins lucrativos,1114767,Educação Presencial,14,0.875,-1.2129,1.9782,3,2019
5814,Privada sem fins lucrativos,1114857,Educação Presencial,5,0.454545455,3.9167,4.3055,5,2019
6008,Privada sem fins lucrativos,1179052,Educação Presencial,34,0.894736842,1.0278,2.8724,3,2019
55,Privada sem fins lucrativos,1149146,Educação Presencial,14,0.736842105,0.4225,2.6725,3,2019
5902,Pública Federal,1103560,Educação Presencial,21,0.552631579,-1.1544,1.6211,2,2019
92,Pública Federal,1377591,Educação Presencial,19,0.791666667,2.0763,3.749,4,2019
92,Privada sem fins lucrativos,1388186,Educação a Distância,13,0.684210526,-0.8966,2.5868,3,2019
3501,Privada sem fins lucrativos,1146575,Educação Presencial,6,0.6,0.2803,2.704,3,2019
23,Privada sem fins lucrativos,1146576,Educação Presencial,22,0.628571429,-0.9798,1.9621,3,2019
55,Privada sem fins lucrativos,1204197,Educação Presencial,13,0.722222222,0.8208,2.9633,4,2019
36,Privada sem fins lucrativos,1204198,Educação Presencial,42,0.823529412,-0.8993,2.0463,3,2019
6008,Pública Federal,116030,Educação Presencial,5,1.0,-0.5594,2.1074,3,2019
6002,Pública Federal,115992,Educação Presencial,7,0.875,1.0926,3.0472,4,2019
95,Privada sem fins lucrativos,1279830,Educação Presencial,24,0.857142857,0.9764,2.9389,3,2019
6,Privada sem fins lucrativos,19350,Educação Presencial,34,0.894736842,0.9352,3.4958,4,2019
21,Privada sem fins lucrativos,20973,Educação Presencial,43,0.671875,1.6319,3.4674,4,2019
36,Privada sem fins lucrativos,97471,Educação Presencial,22,0.814814815,-0.1068,2.5117,3,2019
23,Privada sem fins lucrativos,71333,Educação Presencial,11,0.611111111,-0.9187,1.9966,3,2019
3501,Privada sem fins lucrativos,1168779,Educação Presencial,35,0.760869565,0.266,2.6974,3,2019
3501,Privada sem fins lucrativos,1135235,Educação Presencial,1,0.25,,,SC,2019
5710,Pública Federal,103445,Educação Presencial,47,0.94,-0.1199,2.5611,3,2019
51,Pública Federal,1103162,Educação Presencial,24,0.685714286,-0.0619,2.6994,3,2019
3501,Privada sem fins lucrativos,318511,Educação Presencial,22,0.6875,-1.2976,1.9694,3,2019
5,Privada sem fins lucrativos,18514,Educação Presencial,36,0.923076923,-0.7708,1.5426,2,2019
5806,Pública Federal,103447,Educação Presencial,29,0.725,0.3128,2.6427,3,2019
5902,Pública Federal,122050,Educação Presencial,4,0.4,1.1089,2.721,3,2019
28,Pública Federal,1103690,Educação Presencial,30,0.909090909,0.1593,2.588,3,2019
17,Pública Federal,103449,Educação Presencial,31,0.738095238,0.6229,3.2491,4,2019
5,Pública Federal,120215,Educação Presencial,59,0.967213115,0.2124,2.7208,3,2019
23,Pública Federal,103457,Educação Presencial,25,0.961538462,0.1103,2.5787,3,2019
19,Pública Federal,103459,Educação Presencial,22,0.846153846,0.46,2.7298,3,2019
36,Pública Federal,103461,Educação Presencial,33,0.916666667,0.4281,2.8259,3,2019
5710,Privada sem fins lucrativos,6843,Educação Presencial,9,0.428571429,-3.0168,0.787,1,2019
17,Pública Estadual,1190050,Educação Presencial,29,1.0,-0.7028,2.1975,3,2019
6405,Pública Federal,103453,Educação Presencial,17,0.944444444,-0.4493,1.8108,2,2019
4003,Pública Federal,104270,Educação Presencial,9,0.642857143,0.0203,2.388,3,2019
17,Privada com fins lucrativos,1193761,Educação Presencial,17,0.708333333,-0.8505,2.0803,3,2019
28,Privada sem fins lucrativos,19288,Educação Presencial,9,1.0,-0.8202,1.9226,2,2019
17,Privada sem fins lucrativos,6806,Educação Presencial,10,0.625,-2.151,1.0486,2,2019
5,Privada sem fins lucrativos,6807,Educação Presencial,33,0.70212766,-0.3751,2.0167,3,2019
21,Privada sem fins lucrativos,6816,Educação Presencial,13,0.764705882,-0.3274,2.1192,3,2019
36,Privada sem fins lucrativos,6817,Educação Presencial,19,0.863636364,-1.0201,1.9754,3,2019
23,Privada sem fins lucrativos,6848,Educação Presencial,15,0.833333333,1.6896,3.472,4,2019
19,Privada sem fins lucrativos,43088,Educação Presencial,11,0.647058824,0.7587,2.8936,3,2019
5710,Privada sem fins lucrativos,150059,Educação Presencial,14,0.823529412,-0.5725,2.2839,3,2019
6002,Pública Federal,103576,Educação Presencial,7,1.0,2.0546,3.4917,4,2019
6208,Pública Federal,104266,Educação Presencial,17,0.772727273,1.7675,3.1975,4,2019
6008,Pública Federal,104268,Educação Presencial,26,0.866666667,0.6247,2.6781,3,2019
90,Pública Federal,122052,Educação Presencial,23,0.821428571,0.4782,2.5817,3,2019
51,Pública Federal,104356,Educação Presencial,20,0.952380952,-0.7076,2.283,3,2019
6307,Pública Federal,5000921,Educação Presencial,16,1.0,0.0271,2.4297,3,2019
19,Pública Federal,1103252,Educação Presencial,23,0.851851852,-0.2892,2.3187,3,2019
17,Pública Federal,14970,Educação Presencial,157,0.88700565,0.0086,2.7618,3,2019
5,Pública Federal,14974,Educação Presencial,95,0.95,-0.1985,2.2283,3,2019
51,Pública Federal,113645,Educação Presencial,30,1.0,0.6129,3.1345,4,2019
3501,Pública Federal,102304,Educação Presencial,49,0.942307692,-0.5701,2.3081,3,2019
92,Pública Federal,104444,Educação Presencial,16,1.0,2.8074,4.0348,5,2019
6008,Pública Federal,1190130,Educação Presencial,16,1.0,1.8278,3.258,4,2019
92,Pública Federal,1148226,Educação Presencial,19,0.904761905,0.3948,3.0917,4,2019
5806,Pública Federal,103430,Educação Presencial,16,0.842105263,3.0018,3.6211,4,2019
55,Privada com fins lucrativos,1303517,Educação Presencial,11,0.785714286,-0.4997,1.9992,3,2019
28,Privada com fins lucrativos,1303518,Educação Presencial,17,0.894736842,-0.6928,2.0092,3,2019
5710,Privada com fins lucrativos,1205431,Educação Presencial,22,0.733333333,-3.1117,0.7288,1,2019
36,Privada com fins lucrativos,1205524,Educação Presencial,114,0.844444444,-0.2681,2.417,3,2019
3501,Privada com fins lucrativos,1205554,Educação Presencial,14,0.777777778,-2.9134,1.217,2,2019
6208,Privada com fins lucrativos,1117478,Educação Presencial,4,1.0,-2.2084,1.5877,2,2019
5902,Privada com fins lucrativos,1117754,Educação Presencial,22,0.88,0.4435,2.3977,3,2019
23,Privada com fins lucrativos,98723,Educação Presencial,37,0.787234043,-1.0234,1.9375,2,2019
19,Privada sem fins lucrativos,90207,Educação Presencial,20,0.8,-1.0333,1.9104,2,2019
5710,Privada sem fins lucrativos,1511,Educação Presencial,51,0.836065574,-0.5654,2.2883,3,2019
5806,Privada sem fins lucrativos,1512,Educação Presencial,2,0.4,0.0663,2.553,3,2019
12,Privada sem fins lucrativos,1518,Educação Presencial,90,0.989010989,-0.1835,3.0523,4,2019
21,Privada sem fins lucrativos,1534,Educação Presencial,37,0.787234043,-1.8962,1.0397,2,2019
36,Privada sem fins lucrativos,64838,Educação Presencial,33,0.868421053,-0.1482,2.4874,3,2019
4003,Privada sem fins lucrativos,1265977,Educação Presencial,1,0.5,,,SC,2019
23,Privada sem fins lucrativos,89467,Educação Presencial,24,0.857142857,0.166,2.6102,3,2019
6,Pública Federal,14973,Educação Presencial,56,1.0,0.2146,2.6777,3,2019
12,Pública Federal,14975,Educação Presencial,86,0.977272727,0.064,3.3266,4,2019
21,Pública Federal,14978,Educação Presencial,85,0.95505618,0.0019,2.3458,3,2019
28,Pública Federal,14979,Educação Presencial,93,0.96875,-0.0361,2.4552,3,2019
23,Pública Federal,14980,Educação Presencial,79,0.94047619,-0.6594,2.1433,3,2019
6307,Pública Federal,113652,Educação Presencial,34,0.944444444,-2.8184,1.3937,2,2019
92,Pública Federal,1102056,Educação Presencial,0,0.0,,,SC,2019
4003,Pública Federal,1102175,Educação Presencial,20,0.8,0.9674,2.7819,3,2019
6208,Pública Federal,1102178,Educação Presencial,48,0.872727273,-0.1202,2.4332,3,2019
6307,Pública Federal,118444,Educação Presencial,29,1.0,-0.2994,2.3108,3,2019
5710,Pública Federal,118446,Educação Presencial,34,0.944444444,-0.3502,2.4201,3,2019
6307,Pública Federal,118448,Educação Presencial,16,0.941176471,1.2809,2.8862,3,2019
5814,Pública Federal,1113663,Educação Presencial,18,0.857142857,0.5592,2.9376,3,2019
5806,Pública Federal,1113665,Educação Presencial,12,0.705882353,3.353,3.7488,4,2019
6208,Pública Federal,122366,Educação Presencial,26,0.962962963,-4.2113,0.7768,1,2019
92,Pública Federal,1103533,Educação Presencial,3,1.0,5.0429,4.9087,5,2019
12,Pública Federal,1026,Educação Presencial,70,0.909090909,-0.7917,2.3782,3,2019
6208,Privada com fins lucrativos,5000330,Educação Presencial,14,0.7,-1.5829,1.841,2,2019
23,Privada com fins lucrativos,5000331,Educação Presencial,12,0.705882353,-1.7369,1.5338,2,2019
5902,Privada com fins lucrativos,1117755,Educação Presencial,9,0.692307692,-1.3346,1.5336,2,2019
5814,Privada com fins lucrativos,1119305,Educação Presencial,7,1.0,-3.3614,1.3403,2,2019
36,Privada com fins lucrativos,104382,Educação Presencial,33,0.825,-1.5937,1.6385,2,2019
5902,Pública Federal,1298902,Educação Presencial,3,0.5,5.6274,4.917,5,2019
5710,Pública Federal,1038,Educação Presencial,53,0.946428571,-0.7358,2.1839,3,2019
5902,Pública Federal,1039,Educação Presencial,40,0.930232558,1.2408,2.7852,3,2019
6008,Pública Federal,1040,Educação Presencial,38,0.95,0.2352,2.4904,3,2019
23,Pública Federal,1043,Educação Presencial,14,1.0,-0.0605,2.4821,3,2019
6002,Pública Federal,1045,Educação Presencial,6,0.857142857,-0.2587,2.4228,3,2019
4003,Pública Federal,1051,Educação Presencial,12,0.857142857,1.5273,3.0147,4,2019
5710,Pública Federal,21855,Educação Presencial,17,0.894736842,1.2686,3.4115,4,2019
5902,Pública Federal,21856,Educação Presencial,11,0.611111111,-0.3296,2.022,3,2019
5814,Pública Federal,116032,Educação Presencial,15,1.0,0.8077,3.0388,4,2019
92,Pública Federal,1103532,Educação Presencial,15,1.0,-1.0943,2.5096,3,2019
5710,Pública Federal,1103537,Educação Presencial,11,0.846153846,3.8623,5.0,5,2019
5902,Pública Federal,1103539,Educação Presencial,13,1.0,-1.9271,1.2456,2,2019
17,Pública Estadual,45598,Educação Presencial,41,1.0,-0.7793,2.1368,3,2019
51,Pública Estadual,17735,Educação Presencial,22,1.0,0.6489,3.1578,4,2019
6405,Pública Estadual,123562,Educação Presencial,28,1.0,-0.4579,1.8047,2,2019
23,Pública Federal,1111636,Educação Presencial,22,0.956521739,-1.0715,1.9103,2,2019
6307,Pública Estadual,1314126,Educação Presencial,7,1.0,-0.0841,2.3892,3,2019
5710,Privada com fins lucrativos,1161571,Educação Presencial,26,0.666666667,-1.6093,1.649,2,2019
36,Privada com fins lucrativos,107128,Educação Presencial,12,1.0,-0.1546,2.4837,3,2019
6208,Privada com fins lucrativos,89368,Educação Presencial,13,0.866666667,-2.4644,1.4841,2,2019
55,Privada com fins lucrativos,1322839,Educação Presencial,8,0.8,-2.0382,0.876,1,2019
5814,Privada com fins lucrativos,117126,Educação Presencial,10,0.833333333,-1.4257,2.1289,3,2019
5902,Privada com fins lucrativos,117134,Educação Presencial,35,0.660377358,-0.5108,1.9339,2,2019
5806,Privada com fins lucrativos,1271913,Educação Presencial,2,1.0,-6.9508,0.0,1,2019
5710,Privada com fins lucrativos,1271916,Educação Presencial,25,0.714285714,-0.695,2.2089,3,2019
23,Privada com fins lucrativos,107126,Educação Presencial,59,0.776315789,-1.256,1.8059,2,2019
6307,Privada sem fins lucrativos,19068,Educação Presencial,14,1.0,1.1219,2.8283,3,2019
5902,Privada sem fins lucrativos,89465,Educação Presencial,24,0.857142857,0.3867,2.3701,3,2019
5814,Privada sem fins lucrativos,62227,Educação Presencial,8,0.727272727,-0.9299,2.3309,3,2019
5,Privada sem fins lucrativos,62233,Educação Presencial,80,0.879120879,-0.329,2.0719,3,2019
23,Privada sem fins lucrativos,62236,Educação Presencial,29,0.90625,-0.5525,2.2038,3,2019
51,Privada sem fins lucrativos,20069,Educação Presencial,7,0.7,0.4195,3.0098,4,2019
36,Privada sem fins lucrativos,8163,Educação Presencial,16,0.842105263,-1.2186,1.8588,2,2019
4003,Privada sem fins lucrativos,8170,Educação Presencial,5,1.0,-1.0638,1.9371,2,2019
19,Privada sem fins lucrativos,21696,Educação Presencial,6,0.857142857,3.9645,4.6526,5,2019
17,Privada sem fins lucrativos,21697,Educação Presencial,25,0.892857143,0.6704,3.2868,4,2019
55,Privada sem fins lucrativos,1343525,Educação Presencial,22,1.0,-0.1939,2.2225,3,2019
92,Privada sem fins lucrativos,115950,Educação a Distância,1,0.2,,,SC,2019
