area,ca,curso,modalidade,N,idd,idd_faixa,ano
18,Privada com fins lucrativos,1169711,Educação Presencial,23,1.911107058,5,2018
93,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1169712,Educação Presencial,11,-1.611268638,2,2018
26,Privada com fins lucrativos,1169713,Educação Presencial,21,0.861070805,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1169763,Educação Presencial,53,0.209459815,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1169961,Educação Presencial,32,-1.050930272,3,2018
22,Privada com fins lucrativos,1170032,Educação a Distância,71,-0.327476758,3,2018
84,Privada com fins lucrativos,1170036,Educação a Distância,25,0.356256171,3,2018
87,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1170052,Educação Presencial,3,-2.283919953,2,2018
38,Privada com fins lucrativos,1170114,Educação a Distância,112,-0.725287889,3,2018
93,Privada com fins lucrativos,1170115,Educação a Distância,35,-0.452765735,3,2018
87,Privada com fins lucrativos,1170119,Educação a Distância,35,-0.128093247,3,2018
84,Privada com fins lucrativos,1170121,Educação a Distância,32,-1.184613426,3,2018
86,Privada com fins lucrativos,1170122,Educação a Distância,76,-0.543675799,3,2018
22,Privada sem fins lucrativos,1170256,Educação Presencial,16,3.264708778,4,2018
86,Privada com fins lucrativos,1170317,Educação a Distância,207,-0.110314699,3,2018
87,Privada com fins lucrativos,1170394,Educação a Distância,20,-0.744285527,3,2018
38,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1170432,Educação a Distância,39,-1.007658924,3,2018
106,Privada com fins lucrativos,1170436,Educação a Distância,20,-0.41022914,3,2018
106,Privada sem fins lucrativos,1170448,Educação a Distância,12,3.237369059,4,2018
84,Privada com fins lucrativos,1170485,Educação a Distância,58,-1.065128884,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,1170936,Educação Presencial,0,,SC,2018
86,Privada sem fins lucrativos,1171052,Educação Presencial,9,-1.453274345,3,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1171098,Educação Presencial,19,-0.791854785,3,2018
86,Privada com fins lucrativos,1171108,Educação Presencial,22,-0.840869913,3,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1171194,Educação Presencial,7,-0.276500174,3,2018
18,Privada com fins lucrativos,1171205,Educação Presencial,16,-0.884046154,3,2018
22,Privada com fins lucrativos,1171771,Educação Presencial,57,-0.529023836,3,2018
1,Privada com fins lucrativos,1172150,Educação Presencial,48,-0.45550193,3,2018
88,Privada sem fins lucrativos,1172253,Educação Presencial,16,1.41355685,4,2018
84,Privada sem fins lucrativos,1172340,Educação Presencial,14,0.030569465,3,2018
94,Privada com fins lucrativos,1172410,Educação Presencial,1,,SC,2018
87,Privada sem fins lucrativos,1172422,Educação Presencial,12,2.234322152,4,2018
18,Privada com fins lucrativos,1172553,Educação Presencial,60,0.697655613,4,2018
102,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1172572,Educação a Distância,1,,SC,2018
85,Privada com fins lucrativos,1172675,Educação Presencial,8,3.116791576,4,2018
86,Privada com fins lucrativos,1172677,Educação Presencial,6,-3.938425744,2,2018
86,Privada com fins lucrativos,1172740,Educação Presencial,5,-1.89644928,2,2018
13,Pessoa Jurídica de Direito Público - Federal,1172805,Educação Presencial,23,0.511088073,3,2018
1,Privada sem fins lucrativos,1172852,Educação Presencial,13,0.261862925,3,2018
86,Privada sem fins lucrativos,1172860,Educação Presencial,9,0.114534684,3,2018
94,Privada sem fins lucrativos,1172862,Educação Presencial,8,-0.681073669,3,2018
84,Privada sem fins lucrativos,1172863,Educação Presencial,4,-8.750211146,1,2018
85,Privada sem fins lucrativos,1172866,Educação Presencial,3,-5.998278364,1,2018
38,Privada com fins lucrativos,1172874,Educação Presencial,24,-0.113811595,3,2018
803,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1172928,Educação Presencial,23,-1.697220524,2,2018
1,Privada com fins lucrativos,1173271,Educação Presencial,18,-0.925181226,3,2018
1,Privada com fins lucrativos,1173314,Educação Presencial,35,1.201135933,4,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1173382,Educação Presencial,19,-4.671535034,2,2018
94,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1173385,Educação Presencial,9,-1.445683301,3,2018
38,Privada com fins lucrativos,1173440,Educação Presencial,36,-0.614641825,3,2018
93,Privada sem fins lucrativos,1173490,Educação Presencial,11,-1.098285359,2,2018
94,Privada sem fins lucrativos,1173504,Educação Presencial,9,2.607461858,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1173588,Educação Presencial,11,-2.927045988,2,2018
38,Privada sem fins lucrativos,1173684,Educação Presencial,15,-0.892507667,3,2018
102,Privada com fins lucrativos,1173861,Educação Presencial,2,-0.069004557,3,2018
105,Fundação Pública de Direito Privado Municipal,1174133,Educação Presencial,3,-9.560483119,1,2018
94,Fundação Pública de Direito Privado Municipal,1174134,Educação Presencial,4,-4.870313939,2,2018
86,Privada com fins lucrativos,1174145,Educação Presencial,5,-0.777033102,3,2018
100,Pessoa Jurídica de Direito Público - Federal,1174241,Educação a Distância,20,-0.845933917,2,2018
86,Privada com fins lucrativos,1174251,Educação Presencial,28,-0.583642451,3,2018
804,Privada com fins lucrativos,1174327,Educação Presencial,76,-0.52923522,3,2018
94,Privada sem fins lucrativos,1174479,Educação Presencial,5,0.117295879,3,2018
86,Privada com fins lucrativos,1174564,Educação Presencial,9,3.556283425,4,2018
81,Privada com fins lucrativos,1174565,Educação Presencial,45,-0.133151127,3,2018
804,Privada sem fins lucrativos,1174607,Educação Presencial,27,0.676704261,3,2018
87,Privada com fins lucrativos,1174688,Educação a Distância,86,-0.625554972,3,2018
81,Privada com fins lucrativos,1174756,Educação Presencial,44,-0.668793613,2,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1174851,Educação Presencial,4,4.54487108,5,2018
38,Privada sem fins lucrativos,1174855,Educação Presencial,28,1.259406782,4,2018
106,Privada com fins lucrativos,1174892,Educação Presencial,7,1.073596732,3,2018
18,Privada com fins lucrativos,1175062,Educação Presencial,21,-1.706931786,2,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1175166,Educação Presencial,9,-0.400498965,3,2018
104,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1175167,Educação Presencial,3,-0.800849986,3,2018
106,Privada com fins lucrativos,1175191,Educação a Distância,121,-0.624056934,3,2018
86,Privada com fins lucrativos,1175715,Educação Presencial,0,,SC,2018
18,Pessoa Jurídica de Direito Público - Municipal,1175729,Educação Presencial,28,0.19688943,3,2018
22,Privada sem fins lucrativos,1175738,Educação Presencial,23,-1.045941316,3,2018
84,Privada com fins lucrativos,1176892,Educação Presencial,21,2.556030613,4,2018
102,Privada com fins lucrativos,1177033,Educação a Distância,49,-0.684887768,2,2018
1,Privada com fins lucrativos,1177105,Educação Presencial,24,-0.50571169,3,2018
94,Privada com fins lucrativos,1177125,Educação Presencial,0,,SC,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1177225,Educação Presencial,3,-3.443980246,2,2018
22,Privada com fins lucrativos,1177239,Educação Presencial,17,1.614628067,4,2018
105,Privada sem fins lucrativos,1177286,Educação Presencial,15,1.422859355,3,2018
22,Privada com fins lucrativos,1177360,Educação Presencial,3,5.759257491,5,2018
29,Pessoa Jurídica de Direito Público - Estadual,1177364,Educação Presencial,33,-0.075403335,3,2018
83,Privada com fins lucrativos,1177419,Educação Presencial,6,-0.821638713,3,2018
22,Privada com fins lucrativos,1177420,Educação Presencial,16,-0.122482385,3,2018
1,Privada com fins lucrativos,1177430,Educação Presencial,12,-1.105456625,3,2018
81,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1177432,Educação Presencial,6,-1.096108792,2,2018
104,Privada com fins lucrativos,1177433,Educação Presencial,6,2.131524021,4,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1177485,Educação Presencial,4,-2.39229041,2,2018
87,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1177488,Educação Presencial,6,1.099754091,3,2018
104,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1177489,Educação Presencial,9,-2.030266666,3,2018
84,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1177499,Educação Presencial,8,-1.445676882,3,2018
38,Privada com fins lucrativos,1177606,Educação Presencial,6,0.876211835,3,2018
93,Privada sem fins lucrativos,1177663,Educação Presencial,13,0.596305536,3,2018
22,Privada com fins lucrativos,1177668,Educação Presencial,10,-1.962737585,2,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1177728,Educação Presencial,0,,SC,2018
94,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1177729,Educação Presencial,14,1.225722773,3,2018
85,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1177730,Educação Presencial,3,-1.830999073,2,2018
88,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1177741,Educação Presencial,21,1.446329925,4,2018
88,Privada sem fins lucrativos,1177864,Educação Presencial,5,-0.502091586,3,2018
93,Privada com fins lucrativos,1177890,Educação Presencial,1,,SC,2018
86,Privada com fins lucrativos,1177891,Educação Presencial,2,6.179150508,5,2018
84,Privada sem fins lucrativos,1178251,Educação Presencial,4,-3.957406343,2,2018
94,Privada sem fins lucrativos,1178253,Educação Presencial,8,-3.947675998,2,2018
85,Privada sem fins lucrativos,1178254,Educação Presencial,16,-1.739277728,3,2018
94,Privada com fins lucrativos,1178318,Educação Presencial,18,2.331168078,4,2018
93,Privada com fins lucrativos,1178366,Educação a Distância,56,,SC,2018
86,Privada com fins lucrativos,1178523,Educação Presencial,1,,SC,2018
86,Privada com fins lucrativos,1178541,Educação Presencial,21,0.636743239,3,2018
22,Privada com fins lucrativos,1178602,Educação Presencial,1,,SC,2018
85,Pessoa Jurídica de Direito Público - Estadual,1178610,Educação Presencial,30,1.133426768,3,2018
2,Pessoa Jurídica de Direito Público - Federal,1178675,Educação Presencial,82,-1.245884019,2,2018
22,Privada com fins lucrativos,1178677,Educação Presencial,12,-0.225926028,3,2018
13,Pessoa Jurídica de Direito Público - Federal,1178683,Educação Presencial,20,2.112270626,4,2018
1,Pessoa Jurídica de Direito Público - Federal,1178684,Educação Presencial,34,0.685766655,3,2018
2,Pessoa Jurídica de Direito Público - Municipal,1178765,Educação Presencial,17,-0.161197418,3,2018
85,Pessoa Jurídica de Direito Público - Estadual,1178786,Educação Presencial,39,0.595243194,3,2018
22,Privada sem fins lucrativos,1178810,Educação Presencial,8,-1.398844544,2,2018
1,Privada com fins lucrativos,1178816,Educação Presencial,12,1.343388103,4,2018
22,Privada com fins lucrativos,1178817,Educação Presencial,23,1.531275711,4,2018
1,Privada com fins lucrativos,1178818,Educação Presencial,19,-0.552583122,3,2018
85,Pessoa Jurídica de Direito Público - Estadual,1178852,Educação Presencial,33,-0.155302362,3,2018
85,Pessoa Jurídica de Direito Público - Estadual,1179042,Educação Presencial,26,1.239105599,3,2018
22,Privada com fins lucrativos,1179134,Educação Presencial,11,1.267038063,4,2018
67,Privada com fins lucrativos,1179135,Educação Presencial,37,0.281711841,3,2018
86,Privada com fins lucrativos,1179140,Educação Presencial,4,8.565559547,5,2018
94,Privada com fins lucrativos,1179141,Educação Presencial,13,0.739382268,3,2018
22,Privada com fins lucrativos,1179149,Educação Presencial,22,2.090861258,4,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1179153,Educação a Distância,1,,SC,2018
93,Privada com fins lucrativos,1179154,Educação Presencial,3,,SC,2018
94,Privada com fins lucrativos,1179156,Educação Presencial,9,1.636187328,3,2018
1,Pessoa Jurídica de Direito Público - Municipal,1179164,Educação Presencial,17,-1.815195042,2,2018
18,Privada com fins lucrativos,1179179,Educação Presencial,13,0.477718074,4,2018
18,Privada com fins lucrativos,1179188,Educação Presencial,19,-0.225222547,3,2018
93,Privada com fins lucrativos,1179201,Educação Presencial,1,,SC,2018
86,Privada com fins lucrativos,1179202,Educação Presencial,7,2.259074945,4,2018
86,Privada com fins lucrativos,1179204,Educação Presencial,11,3.728366299,4,2018
38,Privada com fins lucrativos,1179208,Educação Presencial,21,0.424110248,3,2018
29,Privada com fins lucrativos,1179267,Educação Presencial,0,,SC,2018
83,Privada com fins lucrativos,1179268,Educação Presencial,11,-0.073294189,3,2018
86,Privada com fins lucrativos,1179270,Educação Presencial,0,,SC,2018
94,Privada com fins lucrativos,1179271,Educação Presencial,6,-0.609777998,3,2018
804,Privada com fins lucrativos,1179316,Educação Presencial,19,1.321363868,3,2018
86,Privada sem fins lucrativos,1179326,Educação Presencial,17,-0.017805719,3,2018
81,Privada com fins lucrativos,1179336,Educação Presencial,28,-0.932345539,2,2018
38,Privada com fins lucrativos,1179427,Educação Presencial,48,0.935245647,3,2018
87,Privada sem fins lucrativos,1179480,Educação Presencial,4,5.730068899,4,2018
22,Privada com fins lucrativos,1179489,Educação Presencial,18,0.073154743,3,2018
804,Privada com fins lucrativos,1179607,Educação Presencial,49,0.986084508,3,2018
86,Privada com fins lucrativos,1179766,Educação Presencial,10,2.968001275,4,2018
88,Privada com fins lucrativos,1179797,Educação Presencial,18,2.006311317,4,2018
804,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1179867,Educação Presencial,6,-3.712214966,1,2018
100,Pessoa Jurídica de Direito Público - Estadual,1179874,Educação a Distância,52,-0.768719284,2,2018
87,Pessoa Jurídica de Direito Público - Estadual,1180085,Educação Presencial,23,-0.306196706,3,2018
84,Privada sem fins lucrativos,1180090,Educação Presencial,3,8.48546742,5,2018
94,Privada sem fins lucrativos,1180109,Educação Presencial,8,-0.603315256,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1180222,Educação Presencial,20,0.04955102,3,2018
106,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1180223,Educação Presencial,19,-1.955223391,2,2018
22,Privada sem fins lucrativos,1180225,Educação Presencial,14,0.153803217,3,2018
86,Privada sem fins lucrativos,1180321,Educação Presencial,1,,SC,2018
105,Privada com fins lucrativos,1180397,Educação Presencial,14,2.812112671,3,2018
105,Privada com fins lucrativos,1180405,Educação Presencial,7,-1.504392251,2,2018
106,Pessoa Jurídica de Direito Público - Federal,1180457,Educação Presencial,26,0.447159506,3,2018
104,Privada com fins lucrativos,1180603,Educação Presencial,23,-1.595902767,3,2018
105,Privada com fins lucrativos,1180612,Educação Presencial,0,,SC,2018
22,Privada sem fins lucrativos,1180614,Educação Presencial,9,-5.159374468,1,2018
85,Privada com fins lucrativos,1180615,Educação Presencial,0,,SC,2018
85,Privada com fins lucrativos,1180616,Educação Presencial,0,,SC,2018
103,Privada com fins lucrativos,1180629,Educação Presencial,0,,SC,2018
87,Privada sem fins lucrativos,1180706,Educação Presencial,2,,SC,2018
22,Privada sem fins lucrativos,1180712,Educação Presencial,18,-1.053448931,3,2018
105,Privada com fins lucrativos,1180758,Educação Presencial,0,,SC,2018
38,Privada com fins lucrativos,1180765,Educação Presencial,21,-2.162248067,2,2018
105,Privada com fins lucrativos,1180766,Educação Presencial,0,,SC,2018
38,Privada com fins lucrativos,1180767,Educação Presencial,20,-1.89849417,2,2018
105,Privada com fins lucrativos,1180770,Educação Presencial,6,0.520008939,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1180776,Educação Presencial,4,7.21160538,5,2018
105,Privada com fins lucrativos,1180778,Educação Presencial,0,,SC,2018
38,Privada com fins lucrativos,1180785,Educação Presencial,1,,SC,2018
38,Privada com fins lucrativos,1180788,Educação Presencial,25,-0.749381777,3,2018
38,Privada com fins lucrativos,1180794,Educação Presencial,17,-1.406301153,2,2018
93,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1180806,Educação a Distância,37,-1.11380905,2,2018
102,Privada com fins lucrativos,1180809,Educação Presencial,0,,SC,2018
803,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1180831,Educação Presencial,17,-0.153232505,3,2018
103,Privada com fins lucrativos,1180947,Educação Presencial,23,0.373943558,3,2018
103,Privada com fins lucrativos,1180974,Educação Presencial,26,-2.020938971,2,2018
103,Privada com fins lucrativos,1181029,Educação Presencial,9,0.385108625,3,2018
103,Privada com fins lucrativos,1181030,Educação Presencial,0,,SC,2018
103,Privada com fins lucrativos,1181034,Educação Presencial,13,-0.196832111,3,2018
103,Privada com fins lucrativos,1181036,Educação Presencial,0,,SC,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1181095,Educação Presencial,10,-2.901762069,2,2018
86,Privada sem fins lucrativos,1181216,Educação Presencial,12,-1.320365362,3,2018
85,Pessoa Jurídica de Direito Público - Estadual,1181263,Educação Presencial,11,1.101781672,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1181317,Educação a Distância,35,0.082946699,3,2018
94,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1181329,Educação a Distância,22,-1.020939563,3,2018
87,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1181334,Educação a Distância,4,-6.297029472,1,2018
85,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1181341,Educação a Distância,8,-2.460497491,2,2018
84,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1181351,Educação a Distância,9,-1.839634874,3,2018
94,Privada com fins lucrativos,1181361,Educação Presencial,0,,SC,2018
88,Privada com fins lucrativos,1181413,Educação Presencial,7,1.788042211,4,2018
86,Privada com fins lucrativos,1181415,Educação Presencial,8,-4.600614563,2,2018
94,Privada com fins lucrativos,1181416,Educação Presencial,21,2.1772399,3,2018
94,Privada com fins lucrativos,1182128,Educação Presencial,0,,SC,2018
101,Privada sem fins lucrativos,1182168,Educação Presencial,3,,SC,2018
85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1182170,Educação Presencial,17,0.353229991,3,2018
93,Privada com fins lucrativos,1182180,Educação a Distância,6,,SC,2018
84,Privada com fins lucrativos,1182191,Educação a Distância,7,-11.12689438,1,2018
86,Privada com fins lucrativos,1182205,Educação a Distância,31,-0.304754717,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1182321,Educação Presencial,16,-0.545881513,3,2018
86,Privada com fins lucrativos,1182356,Educação Presencial,3,1.963647851,3,2018
803,Privada sem fins lucrativos,1182565,Educação Presencial,8,6.171065611,5,2018
93,Privada sem fins lucrativos,1182608,Educação a Distância,4,-4.469246152,2,2018
83,Privada com fins lucrativos,1182762,Educação Presencial,13,0.625075097,3,2018
87,Privada com fins lucrativos,1182769,Educação Presencial,0,,SC,2018
86,Pessoa Jurídica de Direito Público - Estadual,1182800,Educação Presencial,18,2.112427309,4,2018
100,Pessoa Jurídica de Direito Público - Estadual,1182836,Educação a Distância,10,-8.822153124,1,2018
86,Privada com fins lucrativos,1182943,Educação Presencial,19,0.696384344,3,2018
1,Privada com fins lucrativos,1182965,Educação Presencial,6,2.116626829,4,2018
18,Pessoa Jurídica de Direito Público - Estadual,1183082,Educação Presencial,45,0.283761186,3,2018
88,Privada com fins lucrativos,1183292,Educação Presencial,22,0.11931035,3,2018
22,Pessoa Jurídica de Direito Público - Federal,1183351,Educação Presencial,14,3.205138799,4,2018
94,Pessoa Jurídica de Direito Público - Estadual,1183601,Educação Presencial,11,-1.819731484,2,2018
106,Privada sem fins lucrativos,1183664,Educação Presencial,7,7.182621214,5,2018
86,Privada com fins lucrativos,1183693,Educação Presencial,1,,SC,2018
93,Privada com fins lucrativos,1183694,Educação Presencial,5,4.703331196,4,2018
106,Privada com fins lucrativos,1183705,Educação a Distância,3,10.13815534,5,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1183773,Educação Presencial,1,,SC,2018
13,Pessoa Jurídica de Direito Público - Federal,1183789,Educação Presencial,52,-0.3938223,3,2018
87,Privada sem fins lucrativos,1183794,Educação a Distância,3,1.983748802,3,2018
86,Privada sem fins lucrativos,1183795,Educação a Distância,0,,SC,2018
104,Privada sem fins lucrativos,1183951,Educação Presencial,3,11.43725801,5,2018
93,Privada sem fins lucrativos,1184082,Educação Presencial,5,-2.788229267,2,2018
81,Privada sem fins lucrativos,1184083,Educação Presencial,2,5.850167001,5,2018
86,Privada com fins lucrativos,1184092,Educação Presencial,9,-3.833056217,2,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1184109,Educação Presencial,4,3.219883862,4,2018
38,Privada com fins lucrativos,1184196,Educação Presencial,16,-0.840152184,3,2018
18,Privada sem fins lucrativos,1184213,Educação Presencial,20,2.025140667,5,2018
2,Pessoa Jurídica de Direito Público - Estadual,1184319,Educação Presencial,41,1.757039518,4,2018
93,Privada com fins lucrativos,1184330,Educação Presencial,6,-1.245221021,2,2018
86,Privada com fins lucrativos,1184349,Educação Presencial,4,-2.523861015,2,2018
87,Privada com fins lucrativos,1184350,Educação Presencial,6,0.122723378,3,2018
94,Privada com fins lucrativos,1184352,Educação Presencial,9,-3.058130851,2,2018
84,Privada com fins lucrativos,1184353,Educação Presencial,9,-3.071447279,3,2018
85,Privada com fins lucrativos,1184354,Educação Presencial,9,0.085978247,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1184365,Educação Presencial,2,-5.706448895,1,2018
18,Privada com fins lucrativos,1184379,Educação Presencial,25,0.269838395,3,2018
103,Privada com fins lucrativos,1184469,Educação Presencial,7,3.857501149,4,2018
804,Privada sem fins lucrativos,1184536,Educação Presencial,23,-0.240166781,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,1184562,Educação Presencial,32,-0.076831044,3,2018
1,Pessoa Jurídica de Direito Público - Federal,1184730,Educação Presencial,22,-0.730729751,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,1184744,Educação Presencial,8,-1.238099154,3,2018
103,Privada com fins lucrativos,1184892,Educação Presencial,24,-2.480449608,2,2018
1,Privada com fins lucrativos,1184907,Educação Presencial,1,,SC,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1184922,Educação Presencial,20,1.469836269,4,2018
100,Pessoa Jurídica de Direito Público - Federal,1184985,Educação a Distância,16,-0.954266324,2,2018
1,Pessoa Jurídica de Direito Público - Estadual,1185016,Educação Presencial,20,-0.497026771,3,2018
85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,1185034,Educação Presencial,9,0.001704479,3,2018
38,Privada com fins lucrativos,1185054,Educação Presencial,47,-0.160973108,3,2018
94,Privada com fins lucrativos,1185186,Educação Presencial,7,2.687050056,4,2018
22,Privada com fins lucrativos,1185262,Educação a Distância,4,,SC,2018
38,Privada com fins lucrativos,1185276,Educação Presencial,12,0.810275333,3,2018
22,Privada sem fins lucrativos,1185310,Educação Presencial,30,-0.163051119,3,2018
22,Privada sem fins lucrativos,1185322,Educação Presencial,2,7.348782892,5,2018
85,Privada sem fins lucrativos,1185336,Educação Presencial,14,2.530459833,4,2018
86,Privada com fins lucrativos,1185410,Educação Presencial,5,-3.034041328,2,2018
87,Privada sem fins lucrativos,1185514,Educação Presencial,24,0.815787905,3,2018
83,Privada com fins lucrativos,1185520,Educação Presencial,12,-0.227499208,3,2018
104,Privada com fins lucrativos,1185521,Educação Presencial,8,-3.555544389,2,2018
103,Privada com fins lucrativos,1185522,Educação Presencial,5,-0.087679675,3,2018
85,Privada com fins lucrativos,1185646,Educação Presencial,3,-3.78679171,2,2018
1,Privada com fins lucrativos,1185648,Educação a Distância,13,0.053648132,3,2018
86,Privada com fins lucrativos,1185747,Educação Presencial,34,0.372573536,3,2018
1,Pessoa Jurídica de Direito Público - Estadual,1185902,Educação Presencial,37,-0.927187547,3,2018
87,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1185906,Educação a Distância,8,-4.396485624,2,2018
94,Privada sem fins lucrativos,1185915,Educação Presencial,17,2.005361495,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1185928,Educação a Distância,667,-0.202861932,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1185929,Educação a Distância,420,-0.076221035,3,2018
86,Privada com fins lucrativos,1185939,Educação Presencial,11,-0.225776274,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1185941,Educação a Distância,371,-0.040316972,3,2018
18,Privada com fins lucrativos,1185942,Educação Presencial,14,1.299203415,4,2018
804,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,1185978,Educação Presencial,23,2.350530156,4,2018
84,Privada com fins lucrativos,1186015,Educação Presencial,6,-0.555260926,3,2018
86,Privada com fins lucrativos,1186016,Educação Presencial,5,0.172840915,3,2018
84,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1186061,Educação Presencial,4,0.11233673,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1186231,Educação Presencial,36,-0.368359664,3,2018
86,Privada sem fins lucrativos,1186266,Educação Presencial,6,5.255460494,4,2018
94,Privada sem fins lucrativos,1186267,Educação Presencial,4,3.179541581,4,2018
85,Privada com fins lucrativos,1186356,Educação Presencial,3,-1.662301032,3,2018
105,Pessoa Jurídica de Direito Público - Federal,1186730,Educação Presencial,34,-0.203444392,3,2018
86,Privada com fins lucrativos,1186783,Educação Presencial,21,-1.568734197,3,2018
22,Privada com fins lucrativos,1186807,Educação Presencial,9,-3.27377577,2,2018
38,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1186821,Educação a Distância,5,-0.214550372,3,2018
1,Privada com fins lucrativos,1186842,Educação Presencial,6,-2.125894726,2,2018
86,Privada com fins lucrativos,1186864,Educação Presencial,3,8.855666229,5,2018
1,Privada sem fins lucrativos,1186909,Educação Presencial,10,1.361552772,4,2018
22,Privada sem fins lucrativos,1186911,Educação Presencial,15,-1.366499438,2,2018
87,Privada com fins lucrativos,1186929,Educação Presencial,2,,SC,2018
85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1186932,Educação a Distância,2,,SC,2018
1,Privada com fins lucrativos,1186937,Educação Presencial,15,-0.652957579,3,2018
22,Privada com fins lucrativos,1187073,Educação Presencial,14,0.138472785,3,2018
22,Privada com fins lucrativos,1187275,Educação Presencial,22,-0.639128191,3,2018
18,Privada sem fins lucrativos,1187276,Educação Presencial,71,0.130547026,3,2018
93,Privada com fins lucrativos,1187281,Educação Presencial,1,,SC,2018
94,Privada com fins lucrativos,1187334,Educação Presencial,13,-2.522640664,2,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1187396,Educação Presencial,37,1.272242264,4,2018
94,Privada com fins lucrativos,1187432,Educação Presencial,4,5.610509665,4,2018
84,Privada com fins lucrativos,1187594,Educação Presencial,4,0.5159288,3,2018
